,X,Y,nama,kode_rs,tempat_tidur,lat,lon,alamat,tipe,wilayah,city
383,140.717725,-2.530576,RS UMUM DAERAH YOWARI SENTANI,9271078,100,-2.530576,140.717725,"JL. RAYA SENTANI - DEPAPRE,DOYO BARU",RS_RUJUKAN_PROVINSI,PAPUA,JAYAPURA
387,140.669874,-2.614898,RS UMUM ABEPURA,9271023,198,-2.614898,140.669874,"JL. KESEHATAN NO.1, YOBE, ABEPURA, KOTA JAYAPURA, PAPUA 99351",RS_RUJUKAN_PROVINSI,PAPUA,JAYAPURA
636,140.693783,-2.544994,RS TNI ANGKATAN DARAT MARTHEN INDEY JAYAPURA,9203016,129,-2.544994,140.693783,JLN. DIPONEGORO NO. 57 KELURAHAN GURABESI,RS_RUJUKAN_PROVINSI,PAPUA,JAYAPURA
321,140.7094298,-2.568543867,RS TNI ANGKATAN LAUT DR. SOEDIBJO SARDADI,9203015,81,-2.568543867,140.7094298,JL. AMPHIBI NO.1 HAMADI JAYAPURA,RS_RUJUKAN_PROVINSI,PAPUA,JAYAPURA
391,136.89712,-4.579319,RS UMUM DAERAH KABUPATEN MIMIKA,9212011,155,-4.579319,136.89712,"JL. YOSUDASO, WONOSARI JAYA, KEC. MIMIKA BARU, KABUPATEN MIMIKA, PAPUA 99971",RS_RUJUKAN_PROVINSI,PAPUA,MIMIKA
132,136.448515,-2.624444,RS UMUM DAERAH RUMAH RODO FABO,9226002,14,-2.624444,136.448515,"JL. HKBP ROBERTH SUWENI NO.1, BATU ZAMAN, WARE",RS,PAPUA,WAROPEN
378,140.675326,-2.59077,RS BHAYANGKARA JAYAPURA,9271067,109,-2.59077,140.675326,"JL. JERUK NIPIS FURIA INDAH KOTARAJA, WAHNO, ABEPURA, PAPUA 99127",RS_RUJUKAN_PROVINSI,PAPUA,JAYAPURA
714,140.38983000000002,-8.481521,RS UMUM MERAUKE,9201012,227,-8.481521,140.38983000000002,"JL. SOEKARJO WIRYOPRANOTO NO.1, MARO, KEC. MERAUKE, KABUPATEN MERAUKE, PAPUA 99613",RS_RUJUKAN_NASIONAL,PAPUA,MERAUKE
377,139.291374,-6.563738000000002,RS UMUM DAERAH KABUPATEN MAPPI,9214012,48,-6.563738000000002,139.291374,"JL. POROS AGHAM KM.6, KELURAHAN KEPI, DISTRIK OBAA, KABUPATEN MAPPI, PAPUA 99881",RS_RUJUKAN_PROVINSI,PAPUA,MAPPI
715,140.711386,-2.534822,RS UMUM JAYAPURA,9271012,307,-2.534822,140.711386,"JL. KESEHATAN NO.1, DOK II, BAYANGKARA, JAYAPURA UTARA, KOTA JAYAPURA, PAPUA",RS_RUJUKAN_NASIONAL,PAPUA,JAYAPURA
382,140.643178,-2.590601,RS DIAN HARAPAN,9271056,140,-2.590601,140.643178,"JL. TERUNA BAKTI YABANSAI WAENA, YABANSAI, HERAM, KOTA JAYAPURA, PAPUA 99358",RS_RUJUKAN_PROVINSI,PAPUA,JAYAPURA
632,133.526513,-2.083555,RS UMUM DAERAH TELUK BINTUNI,9104002,22,-2.083555,133.526513,JL. RAYA SIBENA KM7,RS_RUJUKAN_PROVINSI,PAPUA BARAT,TELUK BINTUNI
300,134.073687,-0.857725,RS TK IV 18.07.02 J.A DIMARA,2,0,-0.857725,134.073687,JALAN BRAWIJAYA NO. 30 MANOKWARI,RS_RUJUKAN_PROVINSI,PAPUA BARAT,MANOKWARI
68,131.25,-0.8811,RS UMUM DAERAH KABUPATEN SORONG,9171010,164,-0.8811,131.25,JL. KESEHATAN NO. 36 SORONG,RS_RUJUKAN_NASIONAL,PAPUA BARAT,SORONG
968,130.825037,-0.419721,RS UMUM DAERAH RAJA AMPAT,9108002,62,-0.419721,130.825037,"JLN.JENDERAL BASUKI RAHMAT, WARMASEN, WAISAI KOTA, RAJA AMPAT, PAPUA BARAT 98481",RS_RUJUKAN_PROVINSI,PAPUA BARAT,RAJA AMPAT
298,133.72894499999998,-3.60749,RS UMUM DAERAH KAIMANA,9102034,50,-3.60749,133.72894499999998,"JL. BATU PUTIH, KM 01, DISTRIK KAIMANA, KABUPATEN KAIMANA, PROVINSI PAPUA BARAT",RS_RUJUKAN_PROVINSI,PAPUA BARAT,KAIMANA
384,132.592795,0.067772,RS TK IV DR.ARYOKO,9271034,26,0.067772,132.592795,JL. PRAMUKA NO.1 KELURAHAN KLAGETE DISTRIK SORONG UTARA 98412,RS_RUJUKAN_PROVINSI,PAPUA BARAT,SORONG
13,134.079282,-0.868453,RS UMUM DAERAH MANOKWARI,9102011,161,-0.868453,134.079282,"JL. SILIWANGI NO.1, MANOKWARI BAR., KABUPATEN MANOKWARI, PAPUA BAR. 98312",RS_RUJUKAN_NASIONAL,PAPUA BARAT,MANOKWARI
288,131.274892,-0.883077,RS ANGKATAN LAUT DR. R. OETOJO,9171047,64,-0.883077,131.274892,"JL. AHMAD YANI, KLADEMAK, SORONG MANOI, KOTA SORONG, PAPUA BAR. 98412",RS_RUJUKAN_PROVINSI,PAPUA BARAT,SORONG
422,132.297449,-2.928061,RS UMUM DAERAH FAKFAK,9101010,105,-2.928061,132.297449,"JL. JENDRAL SUDIRMAN WAGOM FAKFAK, WAGOM UTARA, KEC. FAKFAK, KABUPATEN FAKFAK, PAPUA BAR. 98651",RS_RUJUKAN_PROVINSI,PAPUA BARAT,FAKFAK
611,132.017,-1.45,RS UMUM DAERAH SCHOLOO KEYEN,9106013,62,-1.45,132.017, JL. TEMINABUAN - AYAMARU KAMPUNG KEYEN - TEMINABUAN,RS_RUJUKAN_PROVINSI,PAPUA BARAT,SORONG SELATAN
620,134.00127700000002,-0.951276,RS BHAYANGKARA LODEWIJK MANDATJAN,9105005,33,-0.951276,134.00127700000002,JL. TRIKORA MARIPI KM 21,RS_RUJUKAN_PROVINSI,PAPUA BARAT,MANOKWARI
401,131.322834,-0.903033,RS UMUM DAERAH SELE BE SOLU,9171032,152,-0.903033,131.322834,"JL. SELEBESOLU II NO.1 KM. 12, KLAWALU, SORONG TIM., KOTA SORONG, PAPUA BAR. 98416",RS_RUJUKAN_PROVINSI,PAPUA BARAT,SORONG
402,134.064878,-0.8726450000000001,RS AL DR. AZHAR ZAHIR MANOKWARI,9102033,77,-0.8726450000000001,134.064878,"JALAN SERMA SUWANDI NO. 01, SANGGENG, MANOKWARI BARAT, SANGGENG, MANOKWARI BARAT, SANGGENG, MANOKWARI BAR., KABUPATEN MANOKWARI, PAPUA BAR. 98312",RS_RUJUKAN_PROVINSI,PAPUA BARAT,MANOKWARI
235,134.51066699999998,-2.7592,RS UMUM DAERAH KABUPATEN TELUK WONDAMA,9103035,46,-2.7592,134.51066699999998,"BAR., MANIWAK, WASIOR, KABUPATEN TELUK WONDAMA, PAPUA BAR. 98362",RS_RUJUKAN_PROVINSI,PAPUA BARAT,TELUK WONDAMA
981,100.540012,0.707217,RS UMUM AZZAHRA,1407013,39,0.707217,100.540012,JL. RAMBUTAN NO. 3 UJUNG BATU KAB. ROKAN HULU,RS_RUJUKAN_PROVINSI,RIAU,ROKAN HULU
536,100.286036,0.883804,RS UMUM DAERAH  ROKAN HULU,1407011,121,0.883804,100.286036,"JL. SYEKH ISMAIL, PEMATANG BERANGAN, RAMBAH, KABUPATEN ROKAN HULU, RIAU 28558",RS_RUJUKAN_PROVINSI,RIAU,ROKAN HULU
299,101.572456,0.68821,RS TYPE D PERAWANG,1405017,16,0.68821,101.572456,JL. RAYA PERAWANG MINAS KM. 10,RS_RUJUKAN_PROVINSI,RIAU,SIAK
945,101.363718,0.482256,RS DAERAH MADANI KOTA PEKANBARU,1471398,24,0.482256,101.363718,"JL. GARUDA SAKTI, SIMPANG BARU, KEC. TAMPAN, KOTA PEKANBARU, RIAU 28291",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
424,101.444647,0.4687520000000001,RSU TNI-AU LANUD ROESMIN NURJADIN,1471215,20,0.4687520000000001,101.444647,"MAHARATU, KEC. MARPOYAN DAMAI, KOTA PEKANBARU, RIAU 28288",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
633,101.006837,1.6271870000000002,RS UMUM  CAHAYA,1409014,38,1.6271870000000002,101.006837,"JL LINTAS RIAU UJUNG TANJUNG, KEC. TANAH PUTIH RT 024 RW 009",RS_RUJUKAN_PROVINSI,RIAU,ROKAN HILIR
541,101.168572,1.2796,RS UMUM DAERAH  KEC.MANDAU,1408032,167,1.2796,101.168572,"JL. STADION NO.10, AIR JAMBAN, KEC. MANDAU, KABUPATEN BENGKALIS, RIAU 28784",RS_RUJUKAN_PROVINSI,RIAU,BENGKALIS
148,103.149305,-0.314131,RS 3M PLUS,1403037,32,-0.314131,103.149305,"JL. LKR. II, TEMBILAHAN KOTA, TEMBILAHAN, KABUPATEN INDRAGIRI HILIR, RIAU 29214",RS,RIAU,INDRAGIRI HILIR
18,103.163169,-0.322917,RS UMUM DAERAH  PURI HUSADA TEMBILAHAN,1403013,159,-0.322917,103.163169,"JL. VETERAN NO.52, TEMBILAHAN HILIR, TEMBILAHAN, KABUPATEN INDRAGIRI HILIR, RIAU 29281",RS_RUJUKAN_NASIONAL,RIAU,INDRAGIRI HILIR
322,101.445332,0.535172,RS UMUM  BINA KASIH,1471161,49,0.535172,101.445332,"JL. KH SAMANHUDI NO.3-5, SAGO, KEC. SENAPELAN, KOTA PEKANBARU, RIAU 28155",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
957,101.201829,1.270838,RS UMUM  PERMATA HATI,1408080,72,1.270838,101.201829,JL JEND. SUDIRMAN NO. 37,RS_RUJUKAN_PROVINSI,RIAU,BENGKALIS
166,100.428945,1.6840259999999998,RS IBUNDA,1409018,45,1.6840259999999998,100.428945,"BAHTERA MAKMUR, BAGAN SINEMBAH",RS,RIAU,ROKAN HILIR
338,101.380431,0.469565,RS UMUM  UNIVERSITAS RIAU,1471392,49,0.469565,101.380431,"KOMPLEKS BINA WIDYA KM 12,5 SIMPANG BARU, PANAM",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
297,100.531077,0.7153010000000001,RS UMUM  AWAL BROS UJUNG BATU,1407012,63,0.7153010000000001,100.531077,"JL. SUDIRMAN NO.314, NGASO, UJUNG BATU, KABUPATEN ROKAN HULU, RIAU 28454",RS_RUJUKAN_PROVINSI,RIAU,ROKAN HULU
974,101.858452,0.40651,RS UMUM  AMALIA MEDIKA,1404027,49,0.40651,101.858452,JL LINTAS TIMUR PANGKALAN KERINCI - PELALAWAN - RIAU,RS_RUJUKAN_PROVINSI,RIAU,PELALAWAN
314,101.45004,0.508335,RS PROF. DR. TABRANI,1471150,33,0.508335,101.45004,"JL. JENDERAL SUDIRMAN NO.410, WONOREJO, KEC. MARPOYAN DAMAI, KOTA PEKANBARU, RIAU 27511",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
622,102.533646,-0.373208,RS UMUM  KASIH IBU RENGAT,1402013,46,-0.373208,102.533646,JL AZKI ARIS KAMPUNG DAGANG RENGAT,RS_RUJUKAN_PROVINSI,RIAU,ROKAN HULU
317,101.436723,0.5257430000000001,RS UMUM  ISLAM IBNU SINA,1471135,126,0.5257430000000001,101.436723,"JL. MELATI NO.60, HARJOSARI, KEC. SUKAJADI, KOTA PEKANBARU, RIAU 28122",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
17,101.451788,0.5232939999999999,RS UMUM DAERAH  ARIFIN ACHMAD,1471011,473,0.5232939999999999,101.451788,"JL. DIPONEGORO NO.2, SUMAHILANG, KEC. PEKANBARU KOTA, KOTA PEKANBARU, RIAU 28156",RS_RUJUKAN_NASIONAL,RIAU,KOTA PEKANBARU
312,101.424238,1.6508619999999998,RS PERTAMINA DUMAI,1473024,28,1.6508619999999998,101.424238,"BUKIT DATUK, DUMAI SEL., KOTA DUMAI, RIAU 28826",RS_RUJUKAN_PROVINSI,RIAU,KOTA DUMAI
309,101.456475,0.49704,RS UMUM  AWAL BROS PEKANBARU,1471226,229,0.49704,101.456475,"JL. JENDERAL SUDIRMAN, TENGKERANG SEL., KEC. BUKIT RAYA, KOTA PEKANBARU, RIAU 28128",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
969,101.4003196,0.497028617,RS UMUM  PRIMA PEKANBARU,1471397,129,0.497028617,101.4003196,JL BIMA NO.1 TUANKU TAMBUSAI KEL. DELIMA KEC. TAMPAN,RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
403,103.624462,0.291344,RS UMUM DAERAH  RAJA MUSA,1403024,33,0.291344,103.624462,"JL. TUNAS HARAPAN, TAGARAJA, KATEMAN, KABUPATEN INDRAGIRI HILIR, RIAU 29255",RS_RUJUKAN_PROVINSI,RIAU,ROKAN HILIR
972,100.323717,0.8498479999999999,RS UMUM  SURYA INSANI,1407014,45,0.8498479999999999,100.323717,JL DIPONEGORO KM 4 PASIR PENGARAIAN,RS_RUJUKAN_PROVINSI,RIAU,ROKAN HULU
405,101.412281,0.499646,RS HERMINA PEKANBARU,1471399,44,0.499646,101.412281,"JL. TUANKU TAMBUSAI NO.RT03/02, DELIMA, KEC. TAMPAN, KOTA PEKANBARU, RIAU 28292",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
412,103.244,-0.7145,RS UMUM DAERAH  TENGKU SULUNG,1403035,24,-0.7145,103.244,"JL PENUNJANG PULAU KIJANG, PULAU KIJANG, RETEH, KABUPATEN INDRAGIRI HILIR, RIAU 29273",RS_RUJUKAN_PROVINSI,RIAU,ROKAN HILIR
419,101.442224,0.527379,RS SANTA MARIA PEKANBARU,1471055,171,0.527379,101.442224,"JL. JEND. AHMAD YANI NO.68, RT./RW/RW.001/001, PULAU KARAM, KEC. SUKAJADI",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
308,101.462548,0.5095970000000001,RS UMUM  PEKANBARU MEDICAL CENTER,1471382,88,0.5095970000000001,101.462548,"JALAN LEMBAGA PEMASYARAKATAN NO.25, SUKA MAJU, SAIL, SUKA MAJU, KEC. SAIL, KOTA PEKANBARU, RIAU 28126",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
642,101.840141,0.411533,RS UMUM DAERAH  SELASIH RIAU,1404014,131,0.411533,101.840141,"PANGKALAN KERINCI BARAT, PANGKALAN KERINCI, PANGKALAN KERINCI BAR., KEC. PELALAWAN, KABUPATEN PELALAWAN, RIAU 28654",RS_RUJUKAN_PROVINSI,RIAU,PELALAWAN
530,102.08845,1.488105,RS UMUM DAERAH  BENGKALIS,1408011,115,1.488105,102.08845,"JL. KELAPAPATI TENGAH NO.90, KLP. PATI, KEC. BENGKALIS, KABUPATEN BENGKALIS, RIAU 28711",RS_RUJUKAN_PROVINSI,RIAU,BENGKALIS
646,101.54236,-0.510199,RS UMUM DAERAH TELUK KUANTAN,1401011,113,-0.510199,101.54236,"SUNGAI JERING, KUANTAN TENGAH, KABUPATEN KUANTAN SINGINGI, RIAU 29566",RS_RUJUKAN_PROVINSI,RIAU,KUANTAN SINGINGI
652,102.441806,-0.394442,RS UMUM DAERAH  INDRASARI RENGAT,1402012,134,-0.394442,102.441806,"PEMATANG REBA, RENGAT BAR., KABUPATEN INDRAGIRI HULU, RIAU 29351",RS_RUJUKAN_PROVINSI,RIAU,INDRAGIRI HULU
637,101.448983,0.52048,RS BHAYANGKARA PEKAN BARU POLDA RIAU,1471033,57,0.52048,101.448983,"JALAN RA KARTINI NO.14, SIMPANG EMPAT, PEKANBARU KOTA, SIMPANG EMPAT, KEC. PEKANBARU KOTA, KOTA PEKANBARU, RIAU 28156",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
962,101.3854418,0.4639642,RS UMUM  AULIA HOSPITAL,1471396,89,0.4639642,101.3854418,JL HR SOEBRANTAS NO 63,RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
753,101.047984,0.353514,RS UMUM DAERAH  BANGKINANG,1406016,96,0.353514,101.047984,"JL. LKR., KUMANTAN, KEC. BANGKINANG, KABUPATEN KAMPAR, RIAU 28463",RS_RUJUKAN_PROVINSI,RIAU,KAMPAR
207,101.452,0.50483,RS UMUM  SYAFIRA,1471079,163,0.50483,101.452,"JL JENDERAL SUDIRMAN NO.134, PEKANBARU",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
374,101.457852,0.529412,RS UMUM DAERAH  PETALA BUMI,1471091,61,0.529412,101.457852,"JL. DR. SOETOMO NO.65, SEKIP, KEC. LIMA PULUH, KOTA PEKANBARU, RIAU 28155",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
16,101.459546,1.680334,RS UMUM DAERAH  KOTA DUMAI,1473013,251,1.680334,101.459546,"JL. TJ. JATI NO.4, BULUH KASAP, DUMAI TIM., KOTA DUMAI, RIAU 28812",RS_RUJUKAN_NASIONAL,RIAU,KOTA DUMAI
203,102.67,0.9201,RS UMUM DAERAH  KABUPATEN KEPULAUAN MERANTI,1410043,94,0.9201,102.67,JL DORAK,RS_RUJUKAN_PROVINSI,RIAU,KEPULAUAN MERANTI
202,101.856,0.39363,RS UMUM  EFARINA,1404025,193,0.39363,101.856,JL LINTAS TIMUR NO.1 PANGKALAN KERINCI RIAU,RS_RUJUKAN_PROVINSI,RIAU,PELALAWAN
994,101.443357,0.521117,RS AWAL BROS A. YANI,1471384,116,0.521117,101.443357,JL A. YANI NO. 73,RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
205,101.419,0.48226,RS UMUM  EKA HOSPITAL PEKANBARU,1471067,130,0.48226,101.419,"JL SOEKARNO- HATTA KM.6,5",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
746,102.048028,0.800535,RS UMUM DAERAH TENGKU RAFI'AN SIAK SRI INDRAPURA,1405015,147,0.800535,102.048028,"JL. RAJA KECIK, KP. DALAM, SIAK, KABUPATEN SIAK, RIAU 28773",RS_RUJUKAN_PROVINSI,RIAU,SIAK
546,101.441071,0.536505,RS TK IV PEKANBARU,1471022,48,0.536505,101.441071,"JL. KESEHATAN NO.2, KP. BANDAR, KEC. SENAPELAN, KOTA PEKANBARU, RIAU 28155",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
208,101.390228,0.463856391,RS UMUM  AWAL BROS PANAM,1471390,146,0.463856391,101.390228,"JL HR. SOEBRANTAS NO 88 PANAM, TUAH KARYA, KEC. TAMPAN, KOTA PEKANBARU, RIAU 28293",RS_RUJUKAN_PROVINSI,RIAU,KOTA PEKANBARU
551,100.809633,2.15764,RS UMUM DAERAH  DR. R.M. PRATOMO BAGANSIAPIAPI,1409022,101,2.15764,100.809633,"BAGAN TIM., BANGKO, KABUPATEN ROKAN HILIR, RIAU 28912",RS_RUJUKAN_PROVINSI,RIAU,ROKAN HILIR
980,119.322871,-3.406786,RS UMUM DAERAH POLEWALI,7602044,291,-3.406786,119.322871,"JL. DR.RATULANGI NO.50, DARMA, POLEWALI, KABUPATEN POLEWALI MANDAR, SULAWESI BARAT 91315",RS_RUJUKAN_PROVINSI,SULAWESI BARAT,POLEWALI MANDAR
713,118.862795,-2.689785,RS UMUM DAERAH PROVINSI SULAWESI BARAT,7604023,117,-2.689785,118.862795,"JL. RE MARTADINATA, SIMBORO, KEC. SIMBORO DAN KEPULAUAN, KABUPATEN MAMUJU, SULAWESI BARAT 91512",RS_RUJUKAN_NASIONAL,SULAWESI BARAT,MAMUJU
887,119.410036,-5.143719,RS STELLA MARIS,7371063,220,-5.143719,119.410036,JL. SOMBA OPU NO.273 MAKASSAR,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
886,120.335334,-2.554407,RS UMUM DAERAH ANDI DJEMMA MASAMBA,7317053,218,-2.554407,120.335334,JL. SULTAN HASANUDDIN NO.23 MASAMBA,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,LUWU UTARA
888,119.55568999999998,-4.842543,RS UMUM BATARA SIANG,7310016,216,-4.842543,119.55568999999998,JL. SULTAN HASANUDIN 7 PANGKAJENE,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KEPULAUAN SELAYAR
110,120.195818,-5.5362480000000005,RS IBU DAN ANAK YASIRA,7302017,17,-5.5362480000000005,120.195818,JL. KUSUMA BANGSA NO. 3,RS,SULAWESI SELATAN,BULUKUMBA
890,120.041618,-4.148475,RS UMUM DAERAH LAMADDUKKELLENG KABUPATEN WAJO,7313012,172,-4.148475,120.041618,JL. KARTIKA CHANDRA KIRANA NO. 9 SENGKANG,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,WAJO
891,119.901791,-4.350558,RS UMUM DAERAH LATEMMAMALA SOPPENG,7312011,299,-4.350558,119.901791,"JL. MALAKA RAYA KEC. LALABATA, KAB. SOPPENG",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,SOPPENG
892,119.816904,-3.845158,RS UMUM DAERAH ARIFIN NUMANG,7314024,122,-3.845158,119.816904,JL.JEND.  ACHMAD YANI NO. 1 RAPPANG,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,SIDENRENG RAPPANG
893,119.61172,-4.417828,RS UMUM DAERAH BARRU,7311010,163,-4.417828,119.61172,JL. LASAWEDI KEL.COPPO KEC.BARRU KAB.BARRU,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,BARRU
894,119.654905,-3.81028,RS UMUM DAERAH LASINRANG PINRANG,7315014,172,-3.81028,119.654905,JL. MACAN NO. 22 PINRANG,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,PINRANG
118,119.97699,-2.899432,RS SINAR KASIH,7318056,51,-2.899432,119.97699,JL. BUNTU PANTAN,RS,SULAWESI SELATAN,TANA TORAJA
889,119.792703,-3.93103,RS UMUM DAERAH NENE MALLOMO,7314013,144,-3.93103,119.792703,"JL. WOLTER MONGINSIDI PANGKAJENE, KAB. SIDENRENG RAPPANG",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,SIDENRENG RAPPANG
885,119.417035,-5.1745199999999985,RS KEPOLISIAN BHAYANGKARA,7371041,312,-5.1745199999999985,119.417035,"JL. LETNAN JENDERAL JL. ANDI MAPPAODANG NO.63, JONGAYA, KEC. TAMALATE, KOTA MAKASSAR, SULAWESI SELATAN 90223",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
791,119.416187,-5.17899,RS UMUM DAERAH HAJI MAKASSAR,7371362,221,-5.17899,119.416187,JL. DG. NGEPE NO. 14 MAKASSAR,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
211,119.435145,-5.134681,RS AWAL BROS MAKASSAR,7371399,174,-5.134681,119.435145,JL. URIP SUMOHARDJO NO. 43,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
883,119.415757,-5.131035,RS AKADEMIS JAURY,7371052,181,-5.131035,119.415757,JL. JEND. M. JUSUF NO. 57 MAKASSAR,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
89,119.435257,-5.162828,RS IBU DAN ANAK PARAMOUNT,7371428,113,-5.162828,119.435257,JL. ANDI PANGERAN PETTARANI NO 82 MAKASSAR,RS,SULAWESI SELATAN,KOTA MAKASSAR
873,119.416688,-5.115492,RS AL JALA AMMARI MAKASSAR,7371074,77,-5.115492,119.416688,JL. SATANDO  NO 27 KEL TAMALABBA KEC UJUNG TANAH,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
373,119.493493,-5.0757010000000005,RS UMUM DAERAH SAYANG RAKYAT,7371014,87,-5.0757010000000005,119.493493,"JL. PAHLAWAN NO. 1000 BULUROKENG, KEC. BIRINGKANAYA, KOTA MAKASSAR, SULAWESI SELATAN 90243",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
24,119.494118,-5.1344970000000005,RSUP DR. WAHIDIN SUDIROHUSODO,7371325,825,-5.1344970000000005,119.494118,JL. PERINTIS KEMERDEKAAN KM.11 MAKASAR,RS_RUJUKAN_NASIONAL,SULAWESI SELATAN,KOTA MAKASSAR
25,119.518098,-5.110355,"RS DR. TADJUDDIN CHALID, MPH",7371314,158,-5.110355,119.518098,JL. PACCERAKKANG NO.67 / PAJJAIANG DAYA MAKASSAR,RS_RUJUKAN_NASIONAL,SULAWESI SELATAN,KOTA MAKASSAR
635,119.53504,-5.0715650000000005,RS AU DR. DODY SARDJOTO,7309044,48,-5.0715650000000005,119.53504,JL. BY PASS BANDAR UDARA INTERNASIONAL SULTAN HASANUDDIN,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,MAROS
281,119.494381,-5.1332900000000015,RS UNIVERSITAS HASANUDDIN,7371408,168,-5.1332900000000015,119.494381,"JL. PERINTIS KEMERDEKAAN NO.KM 10, TAMALANREA INDAH, KEC. TAMALANREA, KOTA MAKASSAR, SULAWESI SELATAN 90245",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
67,119.624,-4.0166,RS UMUM DAERAH ANDI MAKKASAU PAREPARE,7372075,215,-4.0166,119.624,JL. NURUSSAMAWATI NO.9 KOTA PAREPARE,RS_RUJUKAN_NASIONAL,SULAWESI SELATAN,KOTA PARE PARE
26,119.419088,-5.162378,RS UMUM DAERAH LABUANG BAJI,7371026,209,-5.162378,119.419088,JL. DR. RATULANGI NO.81 MAKASSAR,RS_RUJUKAN_NASIONAL,SULAWESI SELATAN,KOTA MAKASSAR
27,119.868825,-3.073222,RS UMUM DAERAH LAKIPADADA,7318054,170,-3.073222,119.868825,JL. PONGTIKU MANDETEK TANA TORAJA,RS_RUJUKAN_NASIONAL,SULAWESI SELATAN,TANA TORAJA
97,119.410697,-5.136342,RS IBU DAN ANAK KARTINI,7371429,22,-5.136342,119.410697,JL. KARTINI NO 1 A,RS,SULAWESI SELATAN,KOTA MAKASSAR
880,119.422702,-5.151922,RS KHUSUS DAERAH DADI,7371096,481,-5.151922,119.422702,JL. LANTO DG. PASEWANG NO. 34 MAKASSAR,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
895,119.776375,-3.567984,RS UMUM DAERAH MASSENREMPULU ENREKANG,7316015,127,-3.567984,119.776375,JL. JEND SUDIRMAN KEPPE ENREKANG,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,ENREKANG
896,120.309254,-4.537102,RS UMUM DAERAH TENRIAWARU BONE,7308041,215,-4.537102,120.309254,JL. DR. WAHIDIN SUDIROHUSODO WATAMPONE,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,BONE
789,119.447269,-5.139369,RS IBNU SINA MAKASSAR,7371340,197,-5.139369,119.447269,JL. U SUMOHARJO MAKASSAR KM. 05 NO. 264,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
668,119.7433186,-5.303252355,RS UMUM DAERAH SYEHK YUSUF GOWA,7306046,134,-5.303252355,119.7433186,JL. DR. WAHIDIN SUDIROHUSODO NO.48 SUNGGUMINASA KABUPATEN GOWA,RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,GOWA
786,119.512036,-5.113652,RS UMUM DAERAH DAYA KOTA MAKASSAR,7371395,200,-5.113652,119.512036,"JL. PERINTIS KEMERDEKAAN NO.KM.14, DAYA, KEC. BIRINGKANAYA, KOTA MAKASSAR, SULAWESI SELATAN 90243",RS_RUJUKAN_PROVINSI,SULAWESI SELATAN,KOTA MAKASSAR
175,119.622493,-4.048091,RS DR. HASRI AINUN HABIBIE PAREPARE,7372078,0,-4.048091,119.622493,"TONRANGENG, KACAMATAN, WEST BACUKIKI",RS,SULAWESI SELATAN,KOTA PARE PARE
