,X,Y,nama,kode_rs,tempat_tidur,lat,lon,alamat,tipe,wilayah,city
660,95.959794,5.363784,RS UMUM DAERAH TGK CHIK DITIRO SIGLI,1109016,305,5.363784,95.959794,JL. PROF. A. MAJID IBRAHIM SIGLI,RS_RUJUKAN_PROVINSI,ACEH,PIDIE
545,95.325526,5.894298,RS AL SABANG,1172031,34,5.894298,95.325526,"JL. TEUKU CIK DITIRO, KUTA ATEUEH, SUKAKARYA, KOTA SABANG, ACEH 24411",RS,ACEH,KOTA SABANG
470,97.934071,2.34539,RS UMUM DAERAH ACEH SINGKIL,1102016,94,2.34539,97.934071,JL. RIMO - SINGKIL KM.8 DESA GUNUNG LAGAN,RS,ACEH,ACEH SINGKIL
655,95.3172,5.51841,RS UMUM DAERAH MEURAXA,1171110,221,5.51841,95.3172,JL. SOEKARNO HATTA KM. 2 DESA MIBO KECAMATAN BANDA RAYA KOTA BANDA ACEH,RS_RUJUKAN_PROVINSI,ACEH,KOTA BANDA ACEH
656,96.4892,4.13144,RS UMUM DAERAH SULTAN ISKANDAR MUDA NAGAN RAYA,1115012,115,4.13144,96.4892,"JL. NASIONAL MEULABOH-TAPAK TUAN KM. 28,5 UJUNG PATIHAH KABUPATEN NAGAN RAYA",RS_RUJUKAN_PROVINSI,ACEH,NAGAN RAYA
657,96.837,3.7479,RS UMUM DAERAH TEUNGKU PEUKAN,1112011,189,3.7479,96.837,JL. NASIONAL PADANG MEURANTE KECAMATAN SUSOH,RS_RUJUKAN_PROVINSI,ACEH,ACEH BARAT DAYA
658,97.3733,3.93448,RS UMUM MUHAMMAD ALI KASIM,1113012,42,3.93448,97.3733,"JL.PANGUR-SANGIR, KEC DABUN GELANG",RS_RUJUKAN_PROVINSI,ACEH,GAYO LUES
659,96.698784,5.204113,RS UMUM DAERAH DR. FAUZIAH BIREUN,1110075,321,5.204113,96.698784,JL. MAYJEN T. HAMZAH BENDAHARA NO. 13 BIREUEN,RS_RUJUKAN_PROVINSI,ACEH,BIREUEN
136,96.859473,4.716863,RS IBU DAN ANAK AZALIA,1117027,24,4.716863,96.859473,"JL. EMPUN BAYAK KAMPUNG BALE ATU, TINGKEM BENYER, BUKIT, BENER MERIAH, NANGGROE ACEH DARUSSALAM (NAD) 24582",RS,ACEH,BENER MERIAH
661,97.7525,4.96232,RS UMUM DAERAH DR. ZUBIR MAHMUD,1105056,141,4.96232,97.7525,JL. MEDAN-BANDA ACEH KM. 372 DESA SEUNEUBOK BARAT KEC.IDI TIMUR KAB.ACEH TIMUR,RS_RUJUKAN_PROVINSI,ACEH,ACEH TIMUR
662,97.5891,3.76794,RS UMUM DAERAH H. SAHUDIN KUTACANE,1104011,162,3.76794,97.5891,JL. RAYA KUTACANE - BLANG KEJERAN KM 3 KUTACANE,RS_RUJUKAN_PROVINSI,ACEH,ACEH TENGGARA
663,97.3665,3.00035,RS UMUM DAERAH DR. H. YULIDIN AWAY,1103010,210,3.00035,97.3665,JL. T. BEN MAHMUD NOMOR 86 A TAPAKTUAN,RS_RUJUKAN_PROVINSI,ACEH,ACEH SELATAN
355,97.988251,4.468714,RS UMUM UMMI LANGSA,1173003,30,4.468714,97.988251,JL. PROF. MAJID IBRAHIM NO.10 A KOTA LANGSA,RS_RUJUKAN_PROVINSI,ACEH,KOTA LANGSA
65,95.3411,5.56997,RS UMUM DAERAH  DR. ZAINOEL ABIDIN,1171015,624,5.56997,95.3411,"JL. TGK DAUD BEUREUEH, NO. 108 B. ACEH",RS_RUJUKAN_NASIONAL,ACEH,KOTA BANDA ACEH
66,97.149,5.1892,RS UMUM DAERAH CUT MEUTIA KAB. ACEH UTARA,1174016,257,5.1892,97.149,JL. BANDA ACEH-MEDAN KM.6 BUKET RATA LHOKSEUMAWE,RS_RUJUKAN_NASIONAL,ACEH,KOTA LHOKSEUMAWE
664,96.85176155,4.636337702,RS UMUM DAERAH DATU BERU TAKENGON,1106013,343,4.636337702,96.85176155,JL. RUMAH SAKIT NO.153 KEC. KEBAYAKAN,RS_RUJUKAN_PROVINSI,ACEH,ACEH TENGAH
91,97.129721,5.174084,RS UMUM METRO MEDICAL CENTER,1174022,66,5.174084,97.129721,JALAN MERDEKA BARAT NOMOR 70A KOTA LHOKSEUMAWE PROVINSI ACEH,RS,ACEH,KOTA LHOKSEUMAWE
598,115.18242,-8.578750999999999,RS DAERAH MANGUSADA,5103032,212,-8.578750999999999,115.18242,"JL. RAYA KAPAL MENGWI, BADUNG ",RS_RUJUKAN_PROVINSI,BALI,BADUNG
624,115.2488544,-8.703553402,RS UMUM DAERAH BALI MANDARA PROVINSI BALI,5171220,180,-8.703553402,115.2488544,JL. BY PASS NGURAH RAI NO 548 DENPASAR,RS_RUJUKAN_PROVINSI,BALI,KOTA DENPASAR
627,115.143762,-8.081936,RS GIRI EMAS,5108079,0,-8.081936,115.143762,"JL. RAYA SANGSIT, DESA GIRI EMAS KECAMATAN SAWAN KABUPATEN BULELENG",RS_RUJUKAN_PROVINSI,BALI,BULELENG
552,115.213,-8.6489,RS UMUM DAERAH WANGAYA,5171020,176,-8.6489,115.213,JL. KARTINI NO.133 DENPASAR,RS_RUJUKAN_PROVINSI,BALI,KOTA DENPASAR
640,115.395,-8.5385,RS UMUM DAERAH KLUNGKUNG,5105013,105,-8.5385,115.395,JL. FLAMBOYAN NO. 40 SEMARAPURA,RS_RUJUKAN_PROVINSI,BALI,KLUNGKUNG
643,114.622,-8.3541,RS UMUM DAERAH NEGARA,5101016,130,-8.3541,114.622,JL. WIJAYA KUSUMA 17 NEGARA,RS_RUJUKAN_PROVINSI,BALI,JEMBRANA
57,115.2117501,-8.67573939400001,RSUP SANGLAH,5171016,602,-8.675739393999999,115.2117501,JL. DIPONEGORO DENPASAR BALI,RS_RUJUKAN_NASIONAL,BALI,KOTA DENPASAR
56,115.092,-8.1199,RS UMUM DAERAH KAB. BULELENG,5108016,274,-8.1199,115.092,JL. NGURAH RAI 30 SINGARAJA,RS_RUJUKAN_NASIONAL,BALI,BULELENG
901,115.17413700000002,-8.789107000000001,RS UNIVERSITAS UDAYANA,5103040,78,-8.789107000000001,115.17413700000002,"JL. RUMAH SAKIT UNUD, JIMBARAN, KEC. KUTA SEL., KABUPATEN BADUNG, BALI 80361",RS_RUJUKAN_PROVINSI,BALI,BADUNG
58,115.323,-8.5379,RS UMUM DAERAH SANJIWANI GIANYAR,5104012,126,-8.5379,115.323,JL. CIUNG WENARA NO.2 GIANYAR,RS_RUJUKAN_NASIONAL,BALI,GIANYAR
59,115.132,-8.5392,RS UMUM DAERAH TABANAN,5102010,186,-8.5392,115.132,JL. PAHLAWAN NO. 14 TABANAN,RS_RUJUKAN_NASIONAL,BALI,TABANAN
96,115.170708,-8.521424,RS UMUM BALI HOLISTIK,5102048,30,-8.521424,115.170708,"JL. RAYA UMABIAN DESA BELAYU, KEC. MARGA KAB. TABANAN, BALI",RS,BALI,TABANAN
761,106.118591,-6.062922,RS KURNIA SERANG,3604047,103,-6.062922,106.118591,"JL. RAYA CILEGON NO.KM. 08, PEJATEN, KEC. KRAMATWATU, SERANG, BANTEN 42616",RS,BANTEN,SERANG
694,95.3411,5.56997,RS UMUM DAERAH DR. DRAJAT PRAWIRANEGARA,3604013,363,5.56997,95.3411,"JL. TGK DAUD BEUREUEH, NO. 108 B. ACEH",RS_RUJUKAN_NASIONAL,BANTEN,TANGERANG
81,106.578611,-6.118416000000002,RS IBU DAN ANAK SEPATAN MULIA,3603189,34,-6.118416000000002,106.578611,JALAN RAYA PAKUHAJI NO 3 RT 002 RW 001 KEL SEPATAN KAB TANGERANG,RS,BANTEN,TANGERANG
768,106.71505,-6.210054,RS KARANG TENGAH MEDIKA,3671223,80,-6.210054,106.71505,"JL. KARYAWAN IV, RT.003/RW.013, KARANG TENGAH, KEC. KARANG TENGAH, KOTA TANGERANG, BANTEN 15157",RS,BANTEN,KOTA TANGERANG
771,106.161904,-6.133265,RS BHAYANGKARA TK. IV BIDDOKKES POLDA BANTEN,3604053,101,-6.133265,106.161904,"JL. RAYA SERANG - PANDEGLANG, CIPARE, KEC. SERANG",RS,BANTEN,KOTA SERANG
315,106.439375,-6.1976260000000005,RS UMUM DAERAH BALARAJA,3603157,197,-6.1976260000000005,106.439375,"JL. RUMAH SAKIT NO.88, TOBAT, KEC. BALARAJA, TANGERANG, BANTEN 15126",RS_RUJUKAN_PROVINSI,BANTEN,TANGERANG
60,106.6356113,-6.1697843,RS UMUM DAERAH KABUPATEN TANGERANG,3603010,363,-6.1697843,106.6356113,"JL. A YANI NO. 9 TANGERANG, KOTA TANGERANG",RS_RUJUKAN_NASIONAL,BANTEN,TANGERANG
899,106.610476,-6.2408800000000015,RS SILOAM HOSPITALS KELAPA DUA,3603193,33,-6.2408800000000015,106.610476,"JL. KELAPA DUA RAYA NO.1001, KLP. DUA, KEC. KLP. DUA, TANGERANG, BANTEN 15810",RS_RUJUKAN_PROVINSI,BANTEN,TANGERANG
764,106.185098,-6.1643620000000015,RS UMUM DAERAH BANTEN,3673004,138,-6.1643620000000015,106.185098,"JALAN SYEH NAWAWI AL BANTANI, KELURAHAN BANJARSARI, KECAMATAN CIPOCOK JAYA, BANJARSARI, SERANG, BANJARSARI, KEC. CIPOCOK JAYA, KOTA SERANG, BANTEN 42123",RS_RUJUKAN_PROVINSI,BANTEN,SERANG
113,106.138669,-6.11557,RS MATA ACHMAD WARDI BWI-DD,3673011,8,-6.11557,106.138669,JL. RAYA TAKTAKAN KM 01,RS,BANTEN,KOTA SERANG
359,106.486159,-6.256223,RS IBU DAN ANAK HARAPAN MULIA,3603173,73,-6.256223,106.486159,"MATA GARA, TIGARAKSA KECAMATAN",RS,BANTEN,TANGERANG
717,102.896307,-4.442117,RS UMUM DAERAH HASANUDDIN DAMRAH MANNA,1701014,138,-4.442117,102.896307,"JL. RAYA PADANG PANJANG, PAGAR DEWA, KOTA MANNA, KABUPATEN BENGKULU SELATAN, BENGKULU 38515",RS_RUJUKAN_NASIONAL,BENGKULU,BENGKULU SELATAN
362,102.267595,-3.796274,RS UMUM DAERAH HARAPAN DAN DOA,1771002,94,-3.796274,102.267595,"JL. BASUKI RAHMAT, PADANG JATI, KEC. RATU SAMBAN, KOTA BENGKULU, BENGKULU 38222",RS_RUJUKAN_PROVINSI,BENGKULU,KOTA BENGKULU
363,102.255166,-3.792633,RS BHAYANGKARA JITRA KOTA BENGKULU,1771051,100,-3.792633,102.255166,"JL. VETERAN NO.2, PS. JITRA, KEC. TLK. SEGARA, KOTA BENGKULU, BENGKULU 38113",RS_RUJUKAN_PROVINSI,BENGKULU,KOTA BENGKULU
365,102.309525,-3.817557,RS TK. IV BENGKULU,1771040,66,-3.817557,102.309525,"JL. ZAINUL ARIFIN NO.27, TIM. INDAH, KEC. SINGARAN PATI, KOTA BENGKULU, BENGKULU 38225",RS_RUJUKAN_PROVINSI,BENGKULU,KOTA BENGKULU
366,101.145002,-2.520584,RS UMUM DAERAH MUKOMUKO,1706019,87,-2.520584,101.145002,"JALAN DANAU NIBUNG, KOTA PRAJA, AIR MANJUNTO, KOTA PRAJA, KOTA MUKOMUKO, KABUPATEN MUKOMUKO, BENGKULU 38765",RS_RUJUKAN_PROVINSI,BENGKULU,MUKOMUKO
703,102.314092,-3.834289,RS UMUM DAERAH DR. M. YUNUS BENGKULU,1771014,216,-3.834289,102.314092,"JL. BHAYANGKARA, SIDOMULYO, KEC. GADING CEMP., KOTA BENGKULU, BENGKULU 38211",RS_RUJUKAN_NASIONAL,BENGKULU,KOTA BENGKULU
404,102.553,-3.4574,RS UMUM DAERAH CURUP,1702015,136,-3.4574,102.553,"JL. BASUKI RAHMAT NO.10, DWI TUNGGAL, CURUP, KABUPATEN REJANG LEBONG, BENGKULU 39119",RS_RUJUKAN_PROVINSI,BENGKULU,REJANG LEBONG
707,102.190393,-3.438232,RS UMUM DAERAH ARGA MAKMUR,1703016,121,-3.438232,102.190393,"JL. SITI KHODIJAH NO.8, KALI, ARMA JAYA, KABUPATEN BENGKULU UTARA, BENGKULU 38611",RS_RUJUKAN_NASIONAL,BENGKULU,BENGKULU UTARA
100,102.910573,-4.448688,RS AS-SYIFA,1701016,58,-4.448688,102.910573,JL. GERAK ALAM RT. 13 KELURAHAN KOTA MEDAN KECAMATAN KOTA MANNA,RS,BENGKULU,BENGKULU SELATAN
438,110.373087,-7.796553999999999,RS BETHESDA LEMPUYANGWANGI,3471336,34,-7.796553999999999,110.373087,JL HAYAM WURUK NO.6 YOGYAKARTA,RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
439,110.368651,-7.806989999999999,RSK THT PROF R OEPOMO,3471314,0,-7.806989999999999,110.368651,"JL. SURYOMENTARAMAN WETAN NO.37, PANEMBAHAN, KECAMATAN KRATON",RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
246,110.377696,-7.783811,RS BETHESDA YOGYAKARTA,3471063,351,-7.783811,110.377696,JL JEND. SUDIRMAN NO. 70 KOTABARU YOGYAKARTA,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
594,110.4037081,-7.757681802,RS JIH,3404056,206,-7.757681802,110.4037081,JL RING ROAD UTARA NO. 160 CONDONGCATUR DEPOK,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
252,110.362257,-7.801121000000001,RS PKU MUHAMMADIYAH YOGYAKARTA,3471041,156,-7.801121000000001,110.362257,JL K.H. AHMAD DAHLAN NO. 20 NGUPASAN GONDOMANAN YOGYAKARTA,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
253,110.377552,-7.777024000000001,RS UMUM PANTI RAPIH,3471052,350,-7.777024000000001,110.377552,JL. CIK DI TIRO 30 YOGYAKARTA,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
440,110.346368,-7.80743,RS KHUSUS IBU DAN ANAK 45 PROF. DR. ISMANGOEN,3471303,15,-7.80743,110.346368,JL PATANGPULUHAN NO. 35 YOGYAKARTA,RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
257,110.376827,-7.785556,RS TK. III 04.06.03 DR. SOETARTO,3471030,70,-7.785556,110.376827,JL JUWADI 19 KOTABARU YOGYAKARTA,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
259,110.459024,-7.776636999999999,RS ISLAM YAYASAN PDHI,3404146,82,-7.776636999999999,110.459024,"JL SOLO KM 12,5 KALASAN YOGYAKARTA",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
261,110.466622,-7.771722,RS UMUM PANTI RINI,3404102,52,-7.771722,110.466622,"JALAN SOLO KM. 13.2, TIRTOMARTANI, KALASAN, KRINGINAN, TIRTOMARTANI, KEC. KALASAN",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
250,110.410199,-7.797472999999999,RSPAU DR.  SUHARDI HARJOLUKITO,3471074,204,-7.797472999999999,110.410199,JL. RAYA JANTI BLOK O YOGYAKARTA,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,BANTUL
255,110.368214,-7.7674660000000015,RS UMUM SAKINA IDAMAN,3404157,54,-7.7674660000000015,110.368214,"JL NYI TJONDROLOEKITO NO. 60, SINDUADI, MLATI, SLEMAN",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
219,110.351161,-7.742639,RS UGM,3404189,135,-7.742639,110.351161,"JL. KRONGGOHAN, KRANGGAHAN I, TRIHANGGO, KEC. GAMPING, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55291",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
437,110.399701,-7.820587,RS KHUSUS IBU DAN ANAK PERMATA BUNDA,3471325,20,-7.820587,110.399701,JL NGEKSIGONDO NO 56 YOGYAKARTA,RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
262,110.421102,-7.661749,RS JIWA GRHASIA,3404022,205,-7.661749,110.421102,JL. KALIURANG KM. 17 PAKEM SLEMAN DIY,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
735,110.37787,-7.824917,RS UMUM DAERAH KOTA YOGYAKARTA,3471234,137,-7.824917,110.37787,"JL. KI AGENG PEMANAHAN NO.1, SOROSUTAN, KEC. UMBULHARJO, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA 55162",RS_RUJUKAN_NASIONAL,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
755,110.400792,-7.822927,RS KHUSUS IBU DAN ANAK  PKU MUHAMMADIYAH KOTAGEDE,3471107,31,-7.822927,110.400792,"JL. KEMASAN NO.30, PURBAYAN, KEC. KOTAGEDE",RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
436,110.391918,-7.79395,RS HAPPY LAND MEDICAL CENTRE,3471373,42,-7.79395,110.391918,JL IPDA TUT HARSONO NO.53 TIMOHO YOGYAKARTA,RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
3,110.147947,-7.858816,RS UMUM DAERAH WATES,3401015,154,-7.858816,110.147947,JL TENTARA PELAJAR KM.1 NO.5 WATES KULON PROGO,RS_RUJUKAN_NASIONAL,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO
194,110.429886,-7.825442999999999,RS UMUM DHARMA,3404135,0,-7.825442999999999,110.429886,"JL. NASIONAL III, GANDU, SENDANGTIRTO, KEC. BERBAH",RS,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
2,110.338107,-7.892811999999998,RS UMUM DAERAH PANEMBAHAN SENOPATI,3402016,214,-7.892811999999998,110.338107,JL DR. WAHIDIN SUDIRO HUSODO BANTUL,RS_RUJUKAN_NASIONAL,DAERAH ISTIMEWA YOGYAKARTA,BANTUL
435,110.374086,-7.7707570000000015,RS KHUSUS GIGI MULUT PROF. SOEDOMO FKG UGM,3471362,0,-7.7707570000000015,110.374086,"JL. DENTA NO. 1, SEKIP UTARA, SENOLOWO, SINDUADI, KEC. MLATI",RS,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
795,110.471827,-7.7661419999999985,RS UMUM BHAYANGKARA POLDA DIY,3404184,44,-7.7661419999999985,110.471827,JL JOGYA - SOLO KM. 14 GLONDONG TIRTOMARTANI KALASAN SLEMAN,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
802,110.31728,-7.799792,RS UMUM PKU MUHAMMADIYAH GAMPING,3404183,143,-7.799792,110.31728,"JL. WATES KM 5,5 GAMPING SLEMAN",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
139,110.283228,-7.919013,RS UNIVERSITAS ISLAM INDONESIA,3402084,39,-7.919013,110.283228,"JL. SRANDAKAN NO.KM, JUWONO, TRIHARJO, KEC. PANDAK, BANTUL, DAERAH ISTIMEWA YOGYAKARTA 55761",RS,DAERAH ISTIMEWA YOGYAKARTA,BANTUL
95,110.390004,-7.843183,RUMAH SAKIT BEDAH ADELIA,3402081,18,-7.843183,110.390004,JL MONUMEN TNI AU NO 1 TAMANAN BANGUNTAPAN BANTUL,RS,DAERAH ISTIMEWA YOGYAKARTA,BANTUL
263,110.341726,-7.686941,RS UMUM DAERAH SLEMAN,3404011,163,-7.686941,110.341726,"JL BHAYANGKARA 48 TRIHARJO SLEMAN DAERAH ISTIMEWA YOGYAKARTA, 55514",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
266,110.602918,-7.961823,RS UMUM DAERAH WONOSARI,3403010,175,-7.961823,110.602918,JL TAMAN BAKTI NO. 06 WONOSARI,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,GUNUNGKIDUL
446,110.37718,-7.801039,RS KHUSUS JIWA PURI NIRMALA,3471085,28,-7.801039,110.37718,JL JAYANINGPRANGAN NO.13 GUNUNGKETUR PAKUALAMAN YOGYAKARTA,RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
367,110.225736,-7.821053999999998,RS UMUM DAERAH NYI AGENG SERANG,3401052,62,-7.821053999999998,110.225736,"JL SENTOLO - MUNTILAN KM 0,3",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO
638,110.658416,-7.955746,RS UMUM PANTI RAHAYU,3403023,42,-7.955746,110.658416,JL WONOSARI-PONJONG KM 7 KELOR KARANGMOJO GUNUNGKIDUL,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,GUNUNGKIDUL
535,110.432773,-7.770256,RS UMUM HERMINA YOGYA,3404193,45,-7.770256,110.432773,"JL. SELOKAN MATARAM, RT.06/RW.50, MEGUWO, MAGUWOHARJO, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55282",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
393,110.390875,-7.783431,RS SILOAM YOGYAKARTA,3471380,52,-7.783431,110.390875,"JL. LAKSDA ADISUCIPTO NO.32-34, DEMANGAN, KEC. GONDOKUSUMAN",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
455,110.223473,-7.695722,RS UMUM ST YUSUP BORO,3401026,25,-7.695722,110.223473,BORO BANJARASRI KALIBAWANG KULON PROGO,RS,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO
454,110.202331,-7.929594,RS UMUM RIZKI AMALIA MEDIKA,3401037,49,-7.929594,110.202331,"JL. BROSOT-NAGUNG NO.KM. 5, BANGERAN, BUMIREJO, LENDAH",RS,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO
453,110.387941,-7.886056,RS UMUM NUR HIDAYAH,3402053,70,-7.886056,110.387941,"JL IMOGIRI TIMUR KM. 11, TRIMULYO JETIS BANTUL",RS,DAERAH ISTIMEWA YOGYAKARTA,BANTUL
452,110.330464,-7.878518,RS IBU ANAK UMMI KHASANAH,3402042,24,-7.878518,110.330464,"JL. PEMUDA JL. GANDEKAN RAYA, BABADAN, KEC. BANTUL",RS,DAERAH ISTIMEWA YOGYAKARTA,BANTUL
451,110.561495,-7.922247,RS UMUM NUR ROHMAH,3403021,44,-7.922247,110.561495,"JL WONOSARI - YOGYA KM. 7, BANDUNG, PLAYEN, GUNUNGKIDUL",RS,DAERAH ISTIMEWA YOGYAKARTA,GUNUNGKIDUL
450,110.386956,-7.777914,RSK BEDAH AN-NUR,3404070,32,-7.777914,110.386956,JL. COLOMBO NO. 14-16 SLEMAN YOGYAKARTA,RS,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
449,110.242434,-7.754853,RS UMUM PANTI BAKTININGSIH,3404033,19,-7.754853,110.242434,"JL. GODEAN-GEDONGAN, KLEPU, SENDANGMULYO, KEC. MINGGIR",RS,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
448,110.41718,-7.668761999999999,RS UMUM PANTI NUGROHO,3404124,41,-7.668761999999999,110.41718,"JL. KALIURANG NO.17, SUKANAN, PAKEMBINANGUN, KEC. PAKEM",RS,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
447,110.387718,-7.815167,RS ISLAM HIDAYATULLAH YOGYAKARTA,3471026,83,-7.815167,110.387718,JL VETERAN NO.184 PANDEYAN UMBULHARJO YOGYAKARTA,RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
593,110.483261,-7.804552,RS UMUM DAERAH PRAMBANAN,3404168,89,-7.804552,110.483261,"JL PRAMBANAN PIYUNGAN KM.7, DELEGAN, SUMBERHARJO, PRAMBANAN, SLEMAN ",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
445,110.374869,-7.780760000000001,RS  MATA DR. YAP,3471096,49,-7.780760000000001,110.374869,JL CIK DI TIRO NO. 5 YOGYAKARTA,RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
738,110.373474,-7.768597,RSUP DR. SARDJITO,3404015,801,-7.768597,110.373474,JL KESEHATAN NO.1 SEKIP YOGYAKARTA,RS_RUJUKAN_NASIONAL,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN
997,110.3738752,-7.815755153,UPT RUMAH SAKIT PRATAMA KOTA YOGYAKARTA,3471377,46,-7.815755153,110.3738752,"JL KOL. SUGIYONO NO.98 RT 069 RW 019 BRONTOKUSUMAN, MERGANGSAN, YOGYAKARTA",RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
73,110.208074,-7.930186,RS UMUM PURA RAHARJA MEDIKA,3401053,38,-7.930186,110.208074,"JL RAYA BROSOT NO.18 BANGERAN, LENDAH,KULON PROGO",RS,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO
443,110.353012,-7.7925179999999985,RS LUDIRA HUSADA TAMA,3471282,32,-7.7925179999999985,110.353012,"JL WIRATAMA 4 TEGALREJO, YOGYAKARTA",RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
442,110.381208,-7.814885,RS KHUSUS IBU DAN ANAK BHAKTI IBU,3471256,15,-7.814885,110.381208,JL. GOLO NO. 37 YOGYAKARTA PANDEYAN UMBULHARJO,RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
441,110.365648,-7.818752000000001,RSK THT SARI ASIH,3471293,0,-7.818752000000001,110.365648,JL. TIRTODIPURAN NO. 38 YOGYA,RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
270,110.318711,-7.925664999999999,RS UMUM SANTA ELISABETH,3402020,45,-7.925664999999999,110.318711,GANJURAN SUMBERMULYO BAMBANGLIPURO,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,BANTUL
71,110.356524,-7.803528999999998,RS KHUSUS IBU DAN ANAK RACHMI,3471379,11,-7.803528999999998,110.356524,JL KH WACHID HASYIM NO 47 NOTOPRAJAN NGAMPILAN YOGYAKARTA 55262,RS,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA
444,110.359871,-7.829996,RSU BEDAH PATMASURI,3471223,0,-7.829996,110.359871,LAPANGAN KRAPYAK PANGGUNGHARJO SEWON BANTUL YOGYAKARTA,RS,DAERAH ISTIMEWA YOGYAKARTA,BANTUL
271,110.330232,-7.886798,RSU PKU MUHAMMADIYAH BANTUL,3402031,153,-7.886798,110.330232,JL JENDERAL SUDIRMAN 124 BANTUL,RS_RUJUKAN_PROVINSI,DAERAH ISTIMEWA YOGYAKARTA,BANTUL
141,106.914813,-6.221579,RS IBU DAN ANAK ASTA NUGRAHA,3172772,0,-6.221579,106.914813,"JL. DUREN SAWIT RAYA (DERMAGA) NO.1 9 11, RT.9/RW.11, KLENDER, KEC. DUREN SAWIT, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13470",RS,DKI JAKARTA,JAKARTA TIMUR
685,106.819958,-6.2936440000000005,RS UMUM DAERAH PASAR MINGGU,3171795,390,-6.2936440000000005,106.819958,"JL. TB. SIMATUPANG NO. 1 KELURAHAN RAGUNAN, KECAMATAN PASAR MINGGU - JAKARTA SELATAN",RS_RUJUKAN_NASIONAL,DKI JAKARTA,JAKARTA SELATAN
