Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Island,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
2020-11-05,IDN,Indonesia,4065,89,3860,116,425796,14348,357142,54306,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.33,1605.65,0.34,54.11,3.37,83.88,1.21,0.79
2020-11-06,IDN,Indonesia,3778,94,3563,121,429574,14442,360705,54427,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.25,1619.9,0.35,54.46,3.36,83.97,0.93,1.06
2020-11-07,IDN,Indonesia,4262,98,3712,452,433836,14540,364417,54879,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.07,1635.97,0.37,54.83,3.35,84.0,1.13,1.04
2020-11-08,IDN,Indonesia,3880,74,3881,-75,437716,14614,368298,54804,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.63,1650.6,0.28,55.11,3.34,84.14,0.91,0.76
2020-11-09,IDN,Indonesia,2853,75,3968,-1190,440569,14689,372266,53614,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,10.76,1661.36,0.28,55.39,3.33,84.5,0.74,1.01
2020-11-10,IDN,Indonesia,3779,72,3475,232,444348,14761,375741,53846,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.25,1675.61,0.27,55.66,3.32,84.56,1.32,0.96
2020-11-11,IDN,Indonesia,3770,75,3241,454,448118,14836,378982,54300,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.22,1689.83,0.28,55.95,3.31,84.57,1.0,1.04
2020-11-12,IDN,Indonesia,4173,97,3102,974,452291,14933,382084,55274,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.74,1705.56,0.37,56.31,3.3,84.48,1.11,1.29
2020-11-13,IDN,Indonesia,5444,104,3010,2330,457735,15037,385094,57604,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,20.53,1726.09,0.39,56.7,3.29,84.13,1.3,1.07
2020-11-14,IDN,Indonesia,5272,111,3000,2161,463007,15148,388094,59765,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,19.88,1745.97,0.42,57.12,3.27,83.82,0.97,1.07
2020-11-15,IDN,Indonesia,4106,63,3897,146,467113,15211,391991,59911,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.48,1761.46,0.24,57.36,3.26,83.92,0.78,0.57
2020-11-16,IDN,Indonesia,3535,85,3452,-2,470648,15296,395443,59909,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,13.33,1774.79,0.32,57.68,3.25,84.02,0.86,1.35
2020-11-17,IDN,Indonesia,3807,97,3193,517,474455,15393,398636,60426,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.36,1789.14,0.37,58.05,3.24,84.02,1.08,1.14
2020-11-18,IDN,Indonesia,4265,110,3711,444,478720,15503,402347,60870,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.08,1805.23,0.41,58.46,3.24,84.05,1.12,1.13
2020-11-19,IDN,Indonesia,4798,97,4265,436,483518,15600,406612,61306,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,18.09,1823.32,0.37,58.83,3.23,84.09,1.12,0.88
2020-11-20,IDN,Indonesia,4792,78,3940,774,488310,15678,410552,62080,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,18.07,1841.39,0.29,59.12,3.21,84.08,1.0,0.8
2020-11-21,IDN,Indonesia,4998,96,3403,1499,493308,15774,413955,63579,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,18.85,1860.24,0.36,59.48,3.2,83.91,1.04,1.23
2020-11-22,IDN,Indonesia,4360,110,4233,17,497668,15884,418188,63596,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.44,1876.68,0.41,59.9,3.19,84.03,0.87,1.15
2020-11-23,IDN,Indonesia,4442,118,4198,126,502110,16002,422386,63722,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.75,1893.43,0.44,60.34,3.19,84.12,1.02,1.07
2020-11-24,IDN,Indonesia,4192,109,2927,1156,506302,16111,425313,64878,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.81,1909.24,0.41,60.75,3.18,84.0,0.94,0.92
2020-11-25,IDN,Indonesia,5534,114,4494,926,511836,16225,429807,65804,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,20.87,1930.11,0.43,61.18,3.17,83.97,1.32,1.05
2020-11-26,IDN,Indonesia,4917,127,3842,948,516753,16352,433649,66752,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,18.54,1948.65,0.48,61.66,3.16,83.92,0.89,1.11
2020-11-27,IDN,Indonesia,5828,169,3807,1852,522581,16521,437456,68604,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,21.98,1970.62,0.64,62.3,3.16,83.71,1.19,1.33
2020-11-28,IDN,Indonesia,5418,125,4527,766,527999,16646,441983,69370,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,20.43,1991.06,0.47,62.77,3.15,83.71,0.93,0.74
2020-11-29,IDN,Indonesia,6267,169,3810,2288,534266,16815,445793,71658,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,23.63,2014.69,0.64,63.41,3.15,83.44,1.16,1.35
2020-11-30,IDN,Indonesia,4617,130,4725,-238,538883,16945,450518,71420,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,17.41,2032.1,0.49,63.9,3.14,83.6,0.74,0.77
2020-12-01,IDN,Indonesia,5092,136,4361,595,543975,17081,454879,72015,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,19.2,2051.3,0.51,64.41,3.14,83.62,1.1,1.05
2020-12-02,IDN,Indonesia,5533,118,4001,1414,549508,17199,458880,73429,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,20.86,2072.16,0.44,64.86,3.13,83.51,1.09,0.87
2020-12-03,IDN,Indonesia,8369,156,3673,4540,557877,17355,462553,77969,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,31.56,2103.72,0.59,65.44,3.11,82.91,1.51,1.32
2020-12-04,IDN,Indonesia,5803,124,3625,2054,563680,17479,466178,80023,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,21.88,2125.61,0.47,65.91,3.1,82.7,0.69,0.79
2020-12-05,IDN,Indonesia,6027,110,4271,1646,569707,17589,470449,81669,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,22.73,2148.33,0.41,66.33,3.09,82.58,1.04,0.89
2020-12-06,IDN,Indonesia,6089,151,4322,1616,575796,17740,474771,83285,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,22.96,2171.3,0.57,66.9,3.08,82.45,1.01,1.37
2020-12-07,IDN,Indonesia,5754,127,4431,1196,581550,17867,479202,84481,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,21.7,2192.99,0.48,67.38,3.07,82.4,0.94,0.84
2020-12-08,IDN,Indonesia,5292,133,4295,864,586842,18000,483497,85345,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,19.96,2212.95,0.5,67.88,3.07,82.39,0.92,1.05
2020-12-09,IDN,Indonesia,6058,171,3948,1939,592900,18171,487445,87284,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,22.84,2235.79,0.64,68.52,3.06,82.21,1.14,1.29
2020-12-10,IDN,Indonesia,6033,165,4530,1338,598933,18336,491975,88622,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,22.75,2258.54,0.62,69.14,3.06,82.14,1.0,0.96
2020-12-11,IDN,Indonesia,6310,175,4911,1224,605243,18511,496886,89846,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,23.79,2282.34,0.66,69.8,3.06,82.1,1.05,1.06
2020-12-12,IDN,Indonesia,6388,142,4490,1756,611631,18653,501376,91602,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,24.09,2306.43,0.54,70.34,3.05,81.97,1.01,0.81
2020-12-13,IDN,Indonesia,6189,166,4460,1563,617820,18819,505836,93165,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,23.34,2329.77,0.63,70.97,3.05,81.87,0.97,1.17
2020-12-14,IDN,Indonesia,5489,137,5121,231,623309,18956,510957,93396,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,20.7,2350.46,0.52,71.48,3.04,81.97,0.89,0.83
2020-12-15,IDN,Indonesia,6120,155,5699,266,629429,19111,516656,93662,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,23.08,2373.54,0.58,72.07,3.04,82.08,1.11,1.13
2020-12-16,IDN,Indonesia,6725,137,5328,1260,636154,19248,521984,94922,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,25.36,2398.9,0.52,72.58,3.03,82.05,1.1,0.88
2020-12-17,IDN,Indonesia,7354,142,4995,2217,643508,19390,526979,97139,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,27.73,2426.63,0.54,73.12,3.01,81.89,1.09,1.04
2020-12-18,IDN,Indonesia,6689,124,5016,1549,650197,19514,531995,98688,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,25.22,2451.86,0.47,73.59,3.0,81.82,0.91,0.87
2020-12-19,IDN,Indonesia,7751,145,4265,3341,657948,19659,536260,102029,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,29.23,2481.09,0.55,74.13,2.99,81.5,1.16,1.17
2020-12-20,IDN,Indonesia,6982,221,5551,1210,664930,19880,541811,103239,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,26.33,2507.41,0.83,74.97,2.99,81.48,0.9,1.52
2020-12-21,IDN,Indonesia,6848,205,5073,1570,671778,20085,546884,104809,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,25.82,2533.24,0.77,75.74,2.99,81.41,0.98,0.93
2020-12-22,IDN,Indonesia,6347,172,5838,337,678125,20257,552722,105146,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,23.93,2557.17,0.65,76.39,2.99,81.51,0.93,0.84
2020-12-23,IDN,Indonesia,7514,151,5981,1382,685639,20408,558703,106528,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,28.33,2585.51,0.57,76.96,2.98,81.49,1.18,0.88
2020-12-24,IDN,Indonesia,7199,181,5277,1741,692838,20589,563980,108269,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,27.15,2612.65,0.68,77.64,2.97,81.4,0.96,1.2
2020-12-25,IDN,Indonesia,7259,258,6324,677,700097,20847,570304,108946,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,27.37,2640.03,0.97,78.61,2.98,81.46,1.01,1.43
2020-12-26,IDN,Indonesia,6740,147,6389,204,706837,20994,576693,109150,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,25.42,2665.44,0.55,79.17,2.97,81.59,0.93,0.57
2020-12-27,IDN,Indonesia,6528,243,6983,-698,713365,21237,583676,108452,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,24.62,2690.06,0.92,80.08,2.98,81.82,0.97,1.65
2020-12-28,IDN,Indonesia,5854,215,6302,-663,719219,21452,589978,107789,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,22.08,2712.14,0.81,80.89,2.98,82.03,0.9,0.88
2020-12-29,IDN,Indonesia,7903,251,6805,847,727122,21703,596783,108636,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,29.8,2741.94,0.95,81.84,2.98,82.07,1.35,1.17
2020-12-30,IDN,Indonesia,8002,241,6958,803,735124,21944,603741,109439,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,30.18,2772.11,0.91,82.75,2.99,82.13,1.01,0.96
2020-12-31,IDN,Indonesia,8074,194,7356,524,743198,22138,611097,109963,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,30.45,2802.56,0.73,83.48,2.98,82.23,1.01,0.8
